"","combineId","playerId","combineYear","combinePosition","combineHeight","combineWeight","nameFirst","nameLast","nameFull","position","collegeId","nflId","college","heightInches","weight","dob","ageAtDraft","combine40yd","combineVert","combineBench","combineShuttle","combineBroad","combine3cone"
"2610",16955,20090243,2009,"WR",75.63,218,"Marko","Mitchell","Marko Mitchell","WR",89557,"79615","Nevada",76,218,"1985-03-11",24.1397260273973,4.43,32,9,4.33,116,7.04
"2612",16957,20090008,2009,"OT",77.25,309,"Eugene","Monroe","Eugene Monroe","OT",22904,"71401","Virginia",77,300,"1987-04-18",22.0356164383562,5.18,28.5,23,4.78,110,7.86
"2613",16958,20090119,2009,"CB",68.88,192,"D.J.","Moore","D.J. Moore","DB",37240,"79617","Vanderbilt",69,190,"1987-03-22",22.1095890410959,4.56,39.5,17,4.28,118,7.01
"2614",16959,20090117,2009,"DE",77,272,"Kyle","Moore","Kyle Moore","DE",90089,"71403","USC",78,263,"1986-10-25",22.5150684931507,4.81,30.5,22,4.47,105,7.4
"2615",16960,20090055,2009,"SS",72.13,221,"William","Moore","William Moore","S",65211,"71405","Missouri",72,221,"1985-05-18",23.9534246575342,4.56,37,16,4.26,123,6.81
"2616",16961,20090012,2009,"RB",70.63,217,"Knowshon","Moreno","Knowshon Moreno","RB",30602,"79619","Georgia",71,220,"1987-07-16",21.7917808219178,4.5,35.5,25,4.27,115,6.84
"2617",16962,20090248,2009,"TE",75.38,244,"Cameron","Morrah","Cameron Morrah","TE",94720,"81851","California",75,251,"1987-03-18",22.1205479452055,4.65,32.5,24,4.36,115,6.99
"2619",16964,20090216,2009,"CB",68.5,182,"Captain","Munnerlyn","Captain Munnerlyn","DB",29208,"80668","South Carolina",69,195,"1988-04-10",21.0547945205479,4.51,37.5,19,4.2,121,7.15
"2621",16966,20090228,2009,"OT",79,306,"Lydon","Murtha","Lydon Murtha","OT",68588,"81853","Nebraska",79,330,"1985-11-13",23.4630136986301,4.82,35,25,4.34,110,7.06
"2622",16967,20090121,2009,"TE",77,240,"Shawn","Nelson","Shawn Nelson","TE",39406,"71413","Southern Miss",77,273,"1985-10-05",23.5698630136986,4.52,33,19,4.46,115,6.96
"2624",16969,20090223,2009,"FS",72.5,206,"Troy","Nolan","Troy Nolan","DB",85287,"71415","Arizona State",74,202,"1986-09-07",22.6465753424658,4.63,31.5,12,4.3,117,7.06
"2625",16970,20090211,2009,"RB",71.75,220,"Chris","Ogbonnaya","Chris Ogbonnaya","RB",78712,"80674","Texas",72,225,"1986-05-05",22.9890410958904,4.57,35,19,4.29,111,6.85
"2627",16972,20090023,2009,"OT",76.5,309,"Michael","Oher","Michael Oher","OT",38677,"71419","Mississippi",76,315,"1986-05-28",22.9260273972603,5.34,30.5,21,4.6,103,7.81
"2628",16973,20090132,2009,"OG",76.63,306,"Seth","Olsen","Seth Olsen","OG",52242,"81859","Iowa",77,305,"1985-12-17",23.3698630136986,5.23,24.5,23,4.7,90,7.59
"2631",16976,20090090,2009,"CB",69.75,181,"Christopher","Owens","Christopher Owens","DB",95192,"2507785","San Jose State",69,180,"1986-12-01",22.413698630137,4.44,34.5,14,4.16,110,6.93
"2638",16983,20090185,2009,"RB",69.5,216,"Cedric","Peerman","Cedric Peerman","RB",22904,"79629","Virginia",70,212,"1986-10-10",22.5561643835616,4.34,40,27,4.29,117,6.99
"2640",16985,20090020,2009,"TE",77.38,263,"Brandon","Pettigrew","Brandon Pettigrew","TE",74078,"71431","Oklahoma State",77,278,"1985-02-23",24.1835616438356,4.8,33,22,4.37,118,7.12
"2642",16987,20090208,2009,"TE",77.38,251,"John","Phillips","John Phillips","TE",22904,"71435","Virginia",77,251,"1987-06-11",21.8876712328767,4.78,33.5,20,4.27,112,6.84
"2643",16988,20090527,2009,"DE",78.75,279,"Zach","Potter","Zach Potter","TE",68588,"71437","Nebraska",79,265,"1986-05-04",22.9917808219178,4.9,31,20,4.48,106,7.75
"2644",16989,20090092,2009,"CB",69.13,188,"Jerraud","Powers","Jerraud Powers","DB",36849,"80680","Auburn",70,193,"1987-07-19",21.7835616438356,4.51,36.5,15,4.08,122,7.09
"2646",16991,20090112,2009,"FS",70.75,204,"Glover","Quin","Glover Quin","DB",87131,"71441","New Mexico",72,207,"1986-01-15",23.2904109589041,4.5,38,22,4.43,119,7.39
"2647",16992,20090064,2009,"TE",75.88,264,"Richard","Quinn","Richard Quinn","TE",27599,"71443","North Carolina",76,264,"1986-09-06",22.6493150684932,4.88,32.5,24,4.62,119,7.5
"2648",16993,20090009,2009,"DT",73.5,337,"B.J.","Raji","B.J. Raji","DT",2459,"79631","Boston",74,337,"1986-07-11",22.8054794520548,5.12,32,33,4.69,103,7.9
"2650",16995,20090156,2009,"OT",79.63,309,"Garrett","Reynolds","Garrett Reynolds","OT",27599,"71453","North Carolina",79,310,"1987-07-01",21.8328767123288,5.4,22,19,4.88,94,7.87
"2652",16997,20090173,2009,"RB",69.13,205,"Javon","Ringer","Javon Ringer","RB",48824,"79635","Michigan State",69,213,"1987-02-02",22.241095890411,4.55,34,23,4.11,115,6.87
"2654",16999,20090417,2009,"OLB",74.25,249,"Lee","Robinson","Lee Robinson","LB",39096,"79637","Alcorn State (MS)",74,253,"1987-04-23",22.0219178082192,4.71,32.5,24,4.67,113,7.57
"2657",17002,20090231,2009,"SS",69.88,214,"Jamarca","Sanford","Jamarca Sanford","S",38677,"71459","Mississippi",70,200,"1985-08-27",23.6767123287671,4.5,33.5,29,4.2,116,7.02
"2658",17003,20090507,2009,"CB",68.88,190,"Lydell","Sargeant","Lydell Sargeant","DB",16802,"79639","Penn State",73,187,"1987-01-31",22.2465753424658,4.49,35,15,4.21,117,7
"2659",17004,20090209,2009,"RB",70.25,200,"Bernard","Scott","Bernard Scott","RB",79699,"81869","Abilene Christian (TX)",70,195,"1984-02-10",25.2219178082192,4.44,36,21,4.08,125,6.82
"2660",17005,20090103,2009,"DT",75.25,312,"Darell","Scott","Darell Scott","DT",29631,"2507786","Clemson",75,317,"1986-03-15",23.1287671232877,4.92,30.5,29,4.84,107,8.28
"2661",17006,20090071,2009,"DE",77,266,"Matt","Shaughnessy","Matt Shaughnessy","DE",53706,"79643","Wisconsin",77,285,"1986-09-23",22.6027397260274,4.86,30.5,24,4.88,112,7.68
"2662",17007,20090615,2009,"RB",71.13,208,"Kory","Sheets","Kory Sheets","RB",47906,"80684","Purdue",71,206,"1985-03-31",24.0849315068493,4.39,37,15,4.39,121,7.18
"2663",17008,20090226,2009,"C",73.13,304,"A.Q.","Shipley","A.Q. Shipley","C",16802,"71461","Penn State",73,307,"1986-05-22",22.9424657534247,5.19,31,33,4.4,100,7.46
"2664",17009,20090125,2009,"DE",74.38,266,"Lawrence","Sidbury","Lawrence Sidbury","DE",23173,"2507789","Richmond",75,269,"1986-02-06",23.2301369863014,4.53,35,28,4.43,120,7.46
"2666",17011,20090037,2009,"CB",69,193,"Alphonso","Smith","Alphonso Smith","DB",27106,"80435","Wake Forest",69,190,"1985-10-20",23.5287671232877,4.47,34,13,4.38,125,7.09
"2667",17012,20090143,2009,"CB",70.63,194,"DeAngelo","Smith","DeAngelo Smith","S",45221,"79645","Cincinnati",71,200,"1986-07-17",22.7890410958904,4.5,31.5,17,4.35,109,7.27
"2668",17013,20090002,2009,"OT",77,309,"Jason","Smith","Jason Smith","OT",76706,"71471","Baylor",77,310,"1986-04-30",23.0027397260274,5.09,24,33,4.69,96,7.53
"2669",17014,20090061,2009,"CB",75.5,214,"Sean","Smith","Sean Smith","DB",84112,"2507783","Utah",75,220,"1987-07-14",21.7972602739726,4.5,34,10,4.15,119,6.92
"2671",17016,20090605,2009,"TE",77,238,"Kory","Sperry","Kory Sperry","TE",80523,"79649","Colorado State",77,265,"1985-04-10",24.0575342465753,4.7,33.5,20,4.25,122,7
"2674",17019,20090233,2009,"WR",69.38,189,"Sammie","Stroughter","Sammie Stroughter","WR",97331,"81873","Oregon State",70,189,"1986-01-03",23.3232876712329,4.54,30,13,4.28,110,7.03
"2675",17020,20090199,2009,"DE",76.5,251,"Stryker","Sulak","Stryker Sulak","DE",65211,"71477","Missouri",76,240,"1986-06-17",22.8712328767123,4.63,31,22,4.58,113,7.31
"2677",17022,20090219,2009,"FS",74,207,"Curtis","Taylor","Curtis Taylor","S",70803,"71481","Louisiana State",74,212,"1985-07-13",23.8,4.64,37.5,13,4.23,129,7.25
"2678",17023,20090136,2009,"DT",72,306,"Terrance","Taylor","Terrance Taylor","DT",48109,"79655","Michigan",72,319,"1986-05-14",22.9643835616438,5.22,30,37,5.06,104,7.78
"2681",17026,20090179,2009,"CB",72.63,193,"Morgan","Trent","Morgan Trent","DB",48109,"81310","Michigan",73,187,"1985-12-14",23.3780821917808,4.5,38,23,4.01,127,7.05
"2682",17027,20090159,2009,"OT",77.38,314,"Fenuki","Tupou","Fenuki Tupou","OT",97403,"71487","Oregon",77,323,"1985-05-02",23.9972602739726,5.4,25.5,24,5.02,94,8.33
"2683",17028,20090187,2009,"FS",73,198,"Brandon","Underwood","Brandon Underwood","S",45221,"71489","Cincinnati",73,190,"1986-06-24",22.8520547945205,4.5,36.5,16,4.2,125,7
"2684",17029,20090253,2009,"WR",73.13,184,"Tiquan","Underwood","Tiquan Underwood","WR",7102,"71491","Rutgers",73,183,"1987-02-17",22.2,4.31,41.5,7,4.11,129,6.62
"2685",17030,20090049,2009,"C",76.63,309,"Max","Unger","Max Unger","C",97403,"71493","Oregon",77,305,"1986-04-14",23.0465753424658,5.26,24.5,22,4.5,93,7.39
"2686",17031,20090079,2009,"OG",77.13,328,"Kraig","Urbik","Kraig Urbik","OG",53706,"71495","Wisconsin",78,327,"1985-09-23",23.6027397260274,5.37,24,29,4.89,94,7.87
"2687",17032,20090406,2009,"OT",76.38,315,"Jose","Valdez","Jose Valdez","OG",72701,"71497","Arkansas",78,324,"1986-12-13",22.3808219178082,5.23,29.5,15,4.93,100,7.93
"2689",17034,20090116,2009,"SS",73.38,221,"Chip","Vaughn","Chip Vaughn","S",27106,"71503","Wake Forest",74,221,"1985-10-26",23.5123287671233,4.42,37,21,4.12,125,7.03
"2690",17035,20090052,2009,"DE",74.38,257,"David","Veikune","David Veikune","DE",96813,"71505","Hawaii",74,264,"1985-12-12",23.3835616438356,4.79,33,35,4.46,110,7.2
"2692",17037,20090429,2009,"DE",75.75,268,"Derek","Walker","Derek Walker","DE",61801,"71509","Illinois",76,271,"1986-09-16",22.6219178082192,4.98,37.5,24,4.41,115,7.31
"2694",17039,20090084,2009,"WR",72.38,199,"Mike","Wallace","Mike Wallace","WR",38677,"2507763","Mississippi",72,200,"1986-08-01",22.7479452054795,4.28,40,14,4.27,129,6.9
"2695",17040,20090102,2009,"CB",72.25,197,"Donald","Washington","Donald Washington","S",43210,"80686","Ohio State",73,197,"1986-07-28",22.758904109589,4.5,45,9,4.2,135,6.84
"2696",17041,20090671,2009,"OT",78,318,"Jason","Watkins","Jason Watkins","OT",32611,"79659","Florida",78,329,"1985-06-10",23.8904109589041,5.51,24.5,18,5.03,90,7.89
"2697",17042,20090088,2009,"CB",69.75,179,"Lardarius","Webb","Lardarius Webb","DB",70301,"81879","Nicholls State (LA)",70,185,"1985-10-12",23.5506849315069,4.35,36.5,15,4.1,121,6.77
"2700",17045,20090120,2009,"DE",74.5,261,"Brandon","Williams","Brandon Williams","LB",79415,"2507788","Texas Tech",75,250,"1988-06-21",20.8575342465753,4.96,33,38,4.49,112,7.23
"2703",17048,20090428,2009,"C",74.25,308,"Edwin","Williams","Edwin Williams","C",20740,"81881","Maryland",75,315,"1986-12-10",22.3890410958904,5.4,28.5,22,4.98,99,8.15
"2709",17054,20090028,2009,"C",76,310,"Eric","Wood","Eric Wood","C",40292,"71523","Louisville",76,310,"1986-03-18",23.1205479452055,5.19,30.5,30,4.51,99,7.56
"2712",17057,20090200,2009,"CB",71,198,"DeAndre","Wright","DeAndre Wright","DB",87131,"79667","New Mexico",71,190,"1986-04-13",23.0493150684932,4.52,34.5,17,4.44,122,7
"2713",17058,20090182,2009,"DE",75,275,"Jarius","Wynn","Jarius Wynn","DE",30602,"81885","Georgia",75,285,"1986-08-29",22.6712328767123,5.01,31.5,19,4.58,107,7.4
"2714",17059,20100700,2010,"WR",75.38,204,"Seyi","Ajirotutu","Seyi Ajirotutu","WR",93740,"497260","Frenso State (CA)",75,215,"1987-06-12",22.8767123287671,4.6,36,14,4.39,115,7.22
"2717",17062,20100010,2010,"DE",74.38,295,"Tyson","Alualu","Tyson Alualu","DT",94720,"496760","California",75,304,"1987-05-12",22.9616438356164,4.87,35.5,21,4.43,116,7.15
"2719",17064,20100063,2010,"ILB",72.25,235,"Pat","Angerer","Pat Angerer","LB",52242,"496895","Iowa",72,236,"1987-01-31",23.2383561643836,4.71,35,26,4.29,110,7.04
"2723",17068,20100160,2010,"SS",72,212,"Larry","Asante","Larry Asante","DB",68588,"494251","Nebraska",73,210,"1988-03-07",22.1397260273973,4.62,37.5,14,4.17,118,7
"2724",17069,20100120,2010,"DT",73.38,293,"Geno","Atkins","Geno Atkins","DT",30602,"496762","Georgia",73,300,"1988-03-28",22.0821917808219,4.75,33,34,4.43,117,7.33
"2731",17076,20100005,2010,"FS",71.63,211,"Eric","Berry","Eric Berry","S",37998,"496723","Tennessee",72,212,"1988-12-29",21.3260273972603,4.4,43,19,4.23,130,6.8
"2732",17077,20100030,2010,"RB",70.13,199,"Jahvid","Best","Jahvid Best","RB",94720,"497147","California",70,199,"1989-01-30",21.2383561643836,4.34,32.5,18,4.17,113,6.75
"2734",17079,20100498,2010,"RB",72.5,241,"LeGarrette","Blount","LeGarrette Blount","RB",97403,"497149","Oregon",72,250,"1986-12-05",23.3945205479452,4.7,35,18,4.49,117,6.85
"2735",17080,20100642,2010,"OLB",72.63,236,"Kyle","Bosworth","Kyle Bosworth","LB",90095,"496899","UCLA",73,245,"1986-11-21",23.4328767123288,4.69,32.5,25,4.11,117,6.67
"2736",17081,20100091,2010,"OLB",72.5,242,"Navorro","Bowman","Navorro Bowman","LB",16802,"2508088","Penn State",72,242,"1988-05-28",21.9150684931507,4.7,29.5,26,4.59,115,6.91
"2738",17083,20100191,2010,"WR",74,207,"Dezmon","Briscoe","Dezmon Briscoe","WR",66045,"497274","Kansas",74,210,"1989-08-31",20.6547945205479,4.66,33,9,4.57,115,7.1
"2739",17084,20100421,2010,"OG",74.25,306,"Dorian","Brooks","Dorian Brooks","OL",22807,"496984","James Madison (VA)",74,306,"1987-04-16",23.0328767123288,5.15,23,26,4.66,100,7.73
"2740",17085,20100195,2010,"WR",70.13,186,"Antonio","Brown","Antonio Brown","WR",48858,"2508061","Central Michigan",70,181,"1988-07-10",21.7972602739726,4.56,33.5,13,4.18,105,6.98
"2743",17088,20100528,2010,"CB",70.88,198,"Cornelius","Brown","Cornelius Brown","DB",79968,"496725","Texas-El Paso",71,198,"1988-02-26",22.1671232876712,4.59,31.5,11,4.24,118,6.87
"2745",17090,20100209,2010,"QB",75.5,229,"Levi","Brown","Levi Brown","QB",36082,"2508062","Troy (AL)",76,225,"1987-03-11",23.1315068493151,4.93,31.5,20,4.43,106,7.07
"2746",17091,20100023,2010,"OT",77.38,314,"Bryan","Bulaga","Bryan Bulaga","OT",52242,"496988","Iowa",77,314,"1989-03-21",21.1013698630137,5.2,27.5,26,4.75,98,7.7
"2748",17093,20100164,2010,"CB",71.75,191,"Crezdon","Butler","Crezdon Butler","DB",29631,"496729","Clemson",73,191,"1987-05-26",22.9232876712329,4.43,39.5,17,4.23,121,7.08
"2753",17098,20100106,2010,"OT",78.38,314,"Bruce","Campbell","Bruce Campbell","OL",20740,"496994","Maryland",78,320,"1988-05-25",21.9232876712329,4.75,32,34,4.69,101,7.58
"2754",17099,20100452,2010,"ILB",74.38,247,"Lee","Campbell","Lee Campbell","LB",55455,"496905","Minnesota",74,247,"1988-08-11",21.7095890410959,4.88,34,17,4.4,108,7.27
"2756",17101,20100231,2010,"OT",76.63,308,"Selvish","Capers","Selvish Capers","OT",26506,"496996","West Virginia",77,315,"1985-11-13",24.4547945205479,5.11,30.5,19,4.68,106,7.68
"2759",17104,20100604,2010,"CB",69.13,177,"Chris","Chancellor","Chris Chancellor","DB",29631,"497658","Clemson",69,180,"1986-12-22",23.3479452054795,4.49,34,14,4.07,115,6.85
"2760",17105,20100133,2010,"FS",75.25,231,"Kam","Chancellor","Kam Chancellor","DB",24061,"494257","Virginia Tech",75,225,"1988-04-03",22.0657534246575,4.62,32,22,4.41,116,7.36
"2761",17106,20100220,2010,"ILB",72.75,242,"Jamar","Chaney","Jamar Chaney","LB",39762,"496907","Mississippi State",72,242,"1986-10-11",23.5452054794521,4.54,39,26,4.29,124,6.9
"2762",17107,20100571,2010,"SS",73.5,222,"Barry","Church","Barry Church","S",43606,"494259","Toledo",74,218,"1988-02-11",22.2082191780822,4.69,36,19,4.17,121,6.65
"2767",17112,20100461,2010,"OLB",75.13,242,"Justin","Cole","Justin Cole","LB",95192,"496911","San Jose State",75,242,"1987-11-22",22.4301369863014,4.76,34.5,22,4.42,117,7.13
"2769",17114,20100665,2010,"SS",73.5,211,"Harry","Coleman","Harry Coleman","LB",70803,"496913","Louisiana State",73,211,"1985-11-10",24.4630136986301,4.56,33,13,4.42,115,7.24
"2771",17116,20100139,2010,"FB",71.13,246,"John","Conner","John Conner","RB",40506,"2508051","Kentucky",71,245,"1987-06-08",22.8876712328767,4.64,35,24,4.32,111,7.15
"2772",17117,20100240,2010,"OLB",72.5,242,"Kavell","Conner","Kavell Conner","LB",29631,"496915","Clemson",73,245,"1987-02-23",23.1753424657534,4.59,33.5,24,4.6,110,7.36
"2773",17118,20100034,2010,"CB",74,212,"Chris","Cook","Chris Cook","DB",22904,"494263","Virginia",74,212,"1987-02-15",23.1972602739726,4.45,38,7,4.23,132,6.88
"2779",17124,20100236,2010,"OLB",73.5,244,"Dexter","Davis","Dexter Davis","DE",85287,"2508069","Arizona State",73,244,"1986-11-10",23.4630136986301,4.62,35,25,4.3,109,7.08
"2781",17126,20100161,2010,"OG",75.63,325,"Chris","DeGeare","Chris DeGeare","OG",27106,"2508056","Wake Forest",76,335,"1987-02-17",23.1917808219178,5.12,32.5,27,4.9,103,7.84
"2783",17128,20100227,2010,"TE",73.38,226,"Dorin","Dickerson","Dorin Dickerson","WR",15260,"497222","Pittsburgh",73,226,"1988-03-31",22.0739726027397,4.4,43.5,24,4.3,125,6.96
"2784",17129,20100070,2010,"TE",76.25,249,"Ed","Dickson","Ed Dickson","TE",97403,"497224","Oregon",76,255,"1987-07-25",22.758904109589,4.59,34,23,4.59,115,7.32
"2787",17132,20100173,2010,"RB",72.75,233,"Anthony","Dixon","Anthony Dixon","RB",39762,"497172","Mississippi State",73,233,"1987-09-24",22.5917808219178,4.67,33,15,4.49,121,7.09
"2789",17134,20100061,2010,"OT",76.38,332,"Vladimir","Ducasse","Vladimir Ducasse","OT",1003,"2508044","Massachusetts",77,329,"1987-10-15",22.5342465753425,5.21,26,29,4.97,91,8.25
"2790",17135,20100054,2010,"DE",78,278,"Carlos","Dunlap","Carlos Dunlap","DE",32611,"496780","Florida",78,280,"1989-02-28",21.158904109589,4.68,31.5,21,4.61,111,7.21
"2791",17136,20100188,2010,"RB",71.25,229,"Jonathan","Dwyer","Jonathan Dwyer","RB",30332,"497174","Georgia Tech",71,229,"1989-07-26",20.7534246575342,4.64,33,15,4.67,107,7.56
"2792",17137,20100107,2010,"WR",74.75,210,"Marcus","Easley","Marcus Easley","WR",6269,"497286","Connecticut",74,217,"1987-11-02",22.4849315068493,4.39,34,16,4.6,123,6.94
"2793",17138,20100119,2010,"OLB",75.63,246,"A.J.","Edds","A.J. Edds","LB",52242,"496921","Iowa",76,256,"1987-09-18",22.6082191780822,4.62,33,16,4.28,117,7.19
"2796",17141,20100108,2010,"WR",68.88,186,"Jacoby","Ford","Jacoby Ford","WR",29631,"497288","Clemson",69,190,"1987-07-27",22.7534246575342,4.22,33.5,15,4.44,115,7
"2798",17143,20100135,2010,"CB",71,194,"Dominique","Franks","Dominique Franks","DB",73019,"496731","Oklahoma",72,197,"1987-10-08",22.5534246575342,4.46,33.5,10,4.33,117,7.32
"2799",17144,20100680,2010,"OLB",73.75,257,"Junior","Galette","Junior Galette","LB",35403,"496782","Stillman (AL)",74,254,"1988-03-27",22.0849315068493,4.77,33.5,25,4.16,113,7.04
"2801",17146,20100472,2010,"FB",74.88,256,"Riar","Geer","Riar Geer","TE",80309,"497232","Colorado",76,250,"1986-12-19",23.3561643835616,5,33,13,4.29,106,7.13
"2802",17147,20100051,2010,"RB",72,231,"Toby","Gerhart","Toby Gerhart","RB",94305,"497176","Stanford",73,235,"1987-03-28",23.0849315068493,4.5,38,22,4.25,118,6.94
"2803",17148,20100198,2010,"WR",75,217,"David","Gettis","David Gettis","WR",76706,"497290","Baylor",75,220,"1987-08-27",22.6684931506849,4.43,34.5,15,4.41,124,6.94
"2804",17149,20100096,2010,"CB",71.63,192,"Brandon","Ghee","Brandon Ghee","DB",27106,"494267","Wake Forest",72,200,"1987-06-06",22.8931506849315,4.37,37,15,4.07,127,6.75
"2805",17150,20100116,2010,"OLB",74,243,"Thaddeus","Gibson","Thaddeus Gibson","LB",43210,"496786","Ohio State",74,243,"1987-10-21",22.5178082191781,4.78,32,32,4.27,115,6.84
"2807",17152,20100190,2010,"ILB",74.5,240,"Travis","Goethel","Travis Goethel","LB",85287,"496923","Arizona State",74,255,"1987-07-27",22.7534246575342,4.81,35,21,4.54,111,6.93
"2809",17154,20100118,2010,"TE",75.13,243,"Garrett","Graham","Garrett Graham","LB",53706,"497234","Wisconsin",75,243,"1986-08-04",23.7315068493151,4.71,34.5,20,4.35,112,7.09
"2812",17157,20100021,2010,"TE",77.25,261,"Jermaine","Gresham","Jermaine Gresham","TE",73019,"497238","Oklahoma",77,260,"1988-06-16",21.8630136986301,4.66,35,20,4.53,113,7.07
"2816",17161,20100007,2010,"CB",70.75,193,"Joe","Haden","Joe Haden","DB",32611,"496733","Florida",71,195,"1989-04-14",21.0356164383562,4.52,35,18,4.34,125,6.94
"2819",17164,20100059,2010,"RB",71.75,225,"Montario","Hardesty","Montario Hardesty","RB",37998,"497178","Tennessee",72,225,"1987-02-01",23.2356164383562,4.49,41,21,4.14,124,6.87
"2820",17165,20100175,2010,"DE",76,281,"Greg","Hardy","Greg Hardy","DE",38677,"496792","Mississippi",77,280,"1988-07-28",21.7479452054795,4.82,35,21,4.65,117,7.25
"2821",17166,20100649,2010,"CB",72.13,187,"Chris","Hawkins","Chris Hawkins","DB",70803,"2507984","Louisiana State",73,184,"1986-04-12",24.0438356164384,4.43,35,16,4.46,118,6.91
"2822",17167,20100117,2010,"C",75.25,297,"Joe","Hawley","Joe Hawley","C",89154,"497012","Nevada-Las Vegas",75,302,"1988-10-22",21.5123287671233,5.21,26,35,4.73,105,7.5
"2823",17168,20100614,2010,"QB",76,229,"Tim","Hiller","Tim Hiller","QB",49008,"497115","Western Michigan",76,229,"1986-12-13",23.372602739726,4.97,32.5,18,4.54,118,7.1
"2824",17169,20100718,2010,"WR",73.25,209,"Shay","Hodge","Shay Hodge","WR",38677,"497294","Mississippi",73,209,"1987-10-18",22.5260273972603,4.62,33.5,11,4.32,117,6.9
"2825",17170,20100197,2010,"WR",65.25,166,"Trindon","Holliday","Trindon Holliday","WR",70803,"497218","Louisiana State",65,170,"1986-04-27",24.0027397260274,4.21,42,10,4.48,116,6.54
"2827",17172,20100044,2010,"DT",74.75,305,"Lamarr","Houston","Lamarr Houston","DE",78712,"496794","Texas",75,274,"1987-06-24",22.8438356164384,4.84,33.5,30,4.71,114,7.61
"2828",17173,20100031,2010,"OLB",73.75,255,"Jerry","Hughes","Jerry Hughes","DE",76109,"496796","Texas Christian",74,254,"1988-08-13",21.7041095890411,4.65,34.5,26,4.15,118,6.99
"2829",17174,20100254,2010,"ILB",74.75,237,"Josh","Hull","Josh Hull","LB",16802,"496927","Penn State",75,245,"1987-05-21",22.9369863013699,4.93,32.5,25,4.07,115,6.86
"2831",17176,20100017,2010,"OG",77.13,331,"Mike","Iupati","Mike Iupati","OG",83844,"497016","Idaho",77,331,"1987-05-12",22.9616438356164,5.24,27.5,27,4.93,92,7.85
